IDpol,Region,Area,VehBrand,VehGas,DrivAge,age_band,VehPower,VehAge,BonusMalus,Density,Exposure,ClaimNb,ClaimAmount_capped,freq_glm_pred,freq_gbm_pred,pp_glm,pp_gbm
6005342.0,Provence-Alpes-Cotes-D'Azur,D,B12,Regular,79,71+,5,6,50,1101,0.53,0,0.0,0.12264155891614166,0.050363622004976114,249.17725963505083,100.2518189687989
5088768.0,Provence-Alpes-Cotes-D'Azur,C,B12,Diesel,47,41-50,11,0,50,247,0.82,0,0.0,0.11802067714413808,0.17577765042502075,262.4297833374743,339.01974449540376
4123936.0,Rhone-Alpes,B,B1,Regular,50,41-50,4,4,50,94,0.9,0,0.0,0.08765472438782232,0.08048623406247152,144.72404646174527,127.46368033604524
168368.0,Centre,A,B1,Regular,29,26-30,5,6,50,48,1.0,0,0.0,0.0681488676855837,0.039057603703948715,111.14808061511133,61.332753533488834
2201757.0,Bretagne,C,B1,Diesel,49,41-50,6,6,50,418,0.43,0,0.0,0.08002810722130121,0.10157412781151208,123.65337988366447,161.20685966800673
1120995.0,Centre,C,B5,Regular,23,23-25,6,6,85,186,0.5,0,0.0,0.17137756927785508,0.09939158926398173,291.51819559365714,173.6417683646653
2065785.0,Centre,A,B2,Diesel,27,26-30,5,4,57,22,0.76,0,0.0,0.07989420386368713,0.03435414387321841,136.5562215276632,56.69822181048744
60255.0,Nord-Pas-de-Calais,B,B2,Diesel,62,61-70,7,10,50,65,0.89,0,0.0,0.057318415404609656,0.04794717828807758,95.62464000985435,80.03303977660795
4156432.0,Rhone-Alpes,E,B1,Regular,29,26-30,5,14,100,2252,0.37,0,0.0,0.1891972118879451,0.290235696673158,328.01567443683115,526.6067182883318
4162619.0,Rhone-Alpes,E,B1,Regular,45,41-50,7,15,50,8455,0.98,0,0.0,0.06962916440910914,0.07239629920379022,103.1622302882645,113.3633091076692
6112892.0,Languedoc-Roussillon,D,B12,Regular,77,71+,4,0,52,516,0.09,0,0.0,0.15487285234064116,0.40197851294249204,297.8849737744662,718.7917280534571
2062737.0,Bretagne,B,B14,Diesel,31,31-40,8,9,54,87,1.0,0,0.0,0.06307606264152771,0.04324079347735346,105.58104505285888,67.16591865899883
1084228.0,Nord-Pas-de-Calais,D,B13,Regular,48,41-50,4,9,50,1895,0.8,0,0.0,0.06396432511255949,0.06152579419682985,98.0305046219361,97.57240785267759
2160397.0,Ile-de-France,F,B5,Regular,35,31-40,5,13,50,14200,0.23,0,0.0,0.05934214828635515,0.07350774652589087,62.51415203391297,83.2668498434325
2010321.0,Bretagne,D,B12,Diesel,40,31-40,6,3,50,1385,0.03,0,0.0,0.10805452338031908,0.08176464308951788,186.43023643531384,150.8916479982906
3078458.0,Rhone-Alpes,B,B12,Regular,37,31-40,6,17,50,73,1.0,0,0.0,0.057745467478931965,0.03087850493000713,88.98975777179616,48.57694445509736
2283170.0,Rhone-Alpes,C,B4,Regular,21,18-22,7,9,85,398,0.08,0,0.0,0.1347056438270723,0.10915990523648648,221.24088976581453,211.90347332328847
1111289.0,Rhone-Alpes,C,B3,Diesel,37,31-40,7,1,60,298,0.18,0,0.0,0.11439336399991819,0.11085541034943011,193.25038722737585,173.5196924990936
3252627.0,Provence-Alpes-Cotes-D'Azur,D,B1,Diesel,56,51-60,6,11,50,666,0.08,0,0.0,0.07061268526370895,0.06869079845823711,127.13747621870176,132.44328090616048
4137975.0,Centre,B,B1,Diesel,24,23-25,6,13,95,51,0.41,0,0.0,0.13697384338821614,0.15548290954586785,237.3185562119745,267.91322419119916
2077036.0,Rhone-Alpes,C,B1,Regular,49,41-50,4,17,50,270,0.61,0,0.0,0.05442389864597733,0.05514495633702825,72.53078825869417,81.92447461182495
3107330.0,Centre,D,B2,Diesel,54,51-60,6,7,50,741,0.41,0,0.0,0.08609054418588868,0.10285127005842985,139.2653215509235,178.84456905001016
2255543.0,Provence-Alpes-Cotes-D'Azur,E,B1,Diesel,63,61-70,6,1,50,3744,0.49,0,0.0,0.11463816840002017,0.09577901793566197,231.97192175566397,183.21393776214967
1135738.0,Bretagne,C,B3,Diesel,56,51-60,4,12,50,287,1.0,0,0.0,0.06315929324486619,0.07113283529419256,88.64618560720987,99.36529015210704
3016397.0,Nord-Pas-de-Calais,E,B3,Diesel,26,26-30,6,2,68,3003,0.11,0,0.0,0.10684513745287978,0.10742524857040134,187.49281768738982,189.54410779596174
1133597.0,Rhone-Alpes,E,B4,Regular,43,41-50,5,1,50,8455,0.42,0,0.0,0.11005062060222742,0.09024542747718399,175.63718438836239,147.62336216287582
5046353.0,Picardie,D,B12,Regular,34,31-40,6,1,50,710,0.41,0,0.0,0.11487939820433726,0.07352350400613783,209.28639296150394,132.09541785563255
4129361.0,Poitou-Charentes,A,B3,Diesel,39,31-40,4,14,68,26,1.0,0,0.0,0.06356162517350879,0.0780981145040655,93.96344804884649,109.88229262092909
2035293.0,Provence-Alpes-Cotes-D'Azur,D,B12,Diesel,58,51-60,4,0,64,883,0.08,0,0.0,0.1728602624651683,0.11462657166162402,370.14327708637984,217.91151765896493
4010858.0,Provence-Alpes-Cotes-D'Azur,E,B12,Regular,31,31-40,5,0,51,4762,0.13,0,0.0,0.12063848257237259,1.2170556439443774,250.90487743428437,2559.0660047192914
19777.0,Centre,C,B2,Regular,55,51-60,5,12,50,405,1.0,1,0.0,0.06830759172195766,0.07885870274525869,100.4769372480731,114.48855752648444
5069615.0,Franche-Comte,B,B12,Regular,30,26-30,6,0,90,63,0.42,0,0.0,0.24488173071998934,0.6704807704594037,423.5329766090475,1270.1648949694604
1032784.0,Centre,C,B2,Regular,74,71+,7,9,50,105,1.0,0,0.0,0.08955263346981691,0.09193406253719259,144.38372489234584,144.468655706046
5069003.0,Midi-Pyrenees,C,B10,Regular,24,23-25,4,2,85,471,0.01,0,0.0,0.15102584045979014,0.08742392868519519,224.67159263630853,124.10690097885266
65416.0,Rhone-Alpes,D,B1,Regular,52,51-60,7,3,64,1753,1.0,0,0.0,0.15072367526201494,0.1400494331224076,272.46784118631865,234.1465516015129
6048276.0,Provence-Alpes-Cotes-D'Azur,E,B12,Diesel,36,31-40,6,3,51,3744,0.52,0,0.0,0.10568171958435926,0.08849647372080996,213.96202484982646,159.76705069059312
2048488.0,Centre,A,B1,Regular,60,51-60,4,16,50,43,1.0,0,0.0,0.055816241825256484,0.06012321873309419,82.38864452352098,89.06580235513421
1190522.0,Provence-Alpes-Cotes-D'Azur,E,B1,Diesel,32,31-40,6,13,85,3317,0.49,0,0.0,0.12774018861607647,0.10115676050960032,249.91859651741345,171.15402212161402
1197733.0,Aquitaine,E,B2,Regular,43,41-50,5,6,50,2906,0.44,0,0.0,0.07736289822104075,0.08439241532759008,125.96281259573878,138.47744824995007
1174356.0,Midi-Pyrenees,B,B1,Diesel,57,51-60,6,6,50,78,1.0,1,1175.92,0.06733331327767751,0.061844023964897736,91.61584631444116,92.61959565254156
1124428.0,Provence-Alpes-Cotes-D'Azur,E,B1,Regular,46,41-50,4,12,62,3744,0.39,1,904.06,0.08942656372036739,0.20577459324791147,162.1305121238408,405.77180987631937
1180531.0,Languedoc-Roussillon,B,B2,Regular,56,51-60,4,5,50,82,1.0,0,0.0,0.0788834692872451,0.05564300241637463,141.15706672337132,91.14489607971687
4121966.0,Ile-de-France,A,B3,Diesel,55,51-60,6,17,50,17,1.0,0,0.0,0.046367514104162635,0.05489420240010352,65.84564951371325,87.7271369547804
73166.0,Provence-Alpes-Cotes-D'Azur,D,B1,Regular,48,41-50,5,6,50,566,1.0,0,0.0,0.08490380060706061,0.09173437370895793,160.75376359389222,182.66557731281952
4174438.0,Centre,A,B6,Regular,73,71+,7,8,50,30,1.0,0,0.0,0.0829458276231433,0.0761749338033324,128.6718743589267,126.27219150621737
3031582.0,Ile-de-France,B,B2,Diesel,35,31-40,4,10,50,65,0.33,0,0.0,0.054159930202990605,0.048275774954794355,78.87292877998199,69.3161427734303
4115351.0,Centre,A,B2,Diesel,68,61-70,6,14,50,40,0.5,0,0.0,0.06134775226931144,0.07007087668015924,97.27975104360758,113.2460309242472
3190422.0,Bretagne,C,B2,Diesel,55,51-60,6,13,50,175,0.6,0,0.0,0.06249014466203373,0.06695799079576,92.40112726173405,100.55508119948743
4183911.0,Basse-Normandie,B,B11,Diesel,55,51-60,7,5,50,80,0.18,0,0.0,0.0908342802665665,0.06799600612389517,155.11470241382216,113.93970528671596
5104874.0,Ile-de-France,E,B1,Diesel,42,41-50,6,1,50,4998,0.21,0,0.0,0.100198961351366,0.08276947781894352,159.34831350865636,136.05035287380622
3030629.0,Poitou-Charentes,B,B12,Diesel,44,41-50,7,0,50,63,0.37,0,0.0,0.09720131601966925,0.4451597619841731,172.03487391478666,806.7818100803706
6012040.0,Provence-Alpes-Cotes-D'Azur,E,B6,Diesel,27,26-30,5,7,68,3744,0.2,0,0.0,0.1005621358712048,0.08979743862474361,172.5564726683213,152.10762065101696
6087924.0,Haute-Normandie,E,B12,Diesel,59,51-60,12,5,58,3093,0.3,0,0.0,0.1348335320940135,0.12705831829820527,238.3079344387549,219.2954068094398
3050514.0,Basse-Normandie,B,B3,Regular,55,51-60,10,3,50,89,1.0,0,0.0,0.09517882510233291,0.062482674119311944,177.68114497708524,106.71356659795022
3244609.0,Rhone-Alpes,E,B1,Regular,35,31-40,6,3,98,8455,0.07,0,0.0,0.3057720310505311,0.44542672204252354,593.6567220140356,803.4163103548547
6014391.0,Ile-de-France,E,B12,Diesel,51,51-60,4,2,80,8884,0.45,0,0.0,0.23524944704161196,0.1083606230870826,409.9636442750811,180.40877333184085
2190259.0,Pays-de-la-Loire,A,B3,Diesel,31,31-40,4,3,50,48,1.0,0,0.0,0.06594796770136536,0.028659098044570452,99.4362389001945,39.67168426557665
6048236.0,Rhone-Alpes,C,B12,Regular,57,51-60,6,2,50,145,0.59,0,0.0,0.12451737811957388,0.07551300762779545,214.1117132271091,129.21406005078532
3247466.0,Centre,C,B2,Diesel,32,31-40,7,11,64,307,0.08,0,0.0,0.08122977746463642,0.05720126415285232,126.41267037906906,88.21424078952268
43542.0,Centre,A,B2,Regular,42,41-50,9,24,50,47,0.22,0,0.0,0.03817570009132935,0.03390492791333803,57.63796302152892,51.815639167602264
1008089.0,Rhone-Alpes,D,B12,Regular,32,31-40,4,1,60,653,0.7,0,0.0,0.14533209322124452,0.07908037987252915,256.6805775804527,128.55215562108665
175056.0,Rhone-Alpes,D,B2,Regular,48,41-50,7,13,50,905,0.75,1,1101.99,0.07094509267531326,0.0805635218054071,112.29204497750041,125.802076388443
3189558.0,Bretagne,B,B2,Regular,72,71+,5,4,50,94,1.0,0,0.0,0.09981012845349553,0.09192899037092125,178.18284484139102,165.52069724409165
1196289.0,Aquitaine,D,B1,Regular,45,41-50,4,6,72,1287,0.08,0,0.0,0.12428514075365538,0.1191726845192993,207.7797161794006,190.9793130758961
2190423.0,Centre,C,B2,Diesel,31,31-40,6,11,80,295,1.0,1,1172.0,0.11436738113606476,0.10262463077824412,184.4137523254134,170.35391722623666
2193936.0,Rhone-Alpes,D,B1,Regular,35,31-40,4,2,50,1485,1.0,0,0.0,0.0977205581217523,0.06501684421082421,157.64885268230182,103.23261775846846
4123588.0,Rhone-Alpes,B,B1,Diesel,36,31-40,6,9,50,78,1.0,0,0.0,0.06368499949495984,0.04832278705419065,100.00440390304809,73.95068656325381
5062454.0,Rhone-Alpes,D,B5,Regular,28,26-30,5,6,76,988,0.29,0,0.0,0.15757213763844144,0.11849521276422462,268.5313818774783,216.0701307942845
3123707.0,Bretagne,C,B3,Diesel,48,41-50,5,5,50,229,0.72,0,0.0,0.07992171968995289,0.08657594755846167,122.60088862504863,130.01203058895948
3162862.0,Centre,B,B3,Regular,49,41-50,9,4,50,78,1.0,0,0.0,0.089947729907977,0.07965163253001388,163.4681838810466,140.41999625473414
4161560.0,Languedoc-Roussillon,D,B2,Diesel,68,61-70,6,10,50,1543,0.00273224,0,0.0,0.07780771802142347,0.07055945826436051,131.4905580904533,112.36769774022704
1026231.0,Pays-de-la-Loire,C,B1,Diesel,30,26-30,5,6,54,148,1.0,0,0.0,0.07081999398140647,0.04146061381579867,97.76662637955253,59.5110473423707
5105129.0,Ile-de-France,F,B12,Regular,32,31-40,10,0,67,17140,0.04,0,0.0,0.16701871403656904,0.42565659253639054,247.29417432840935,636.4989003720904
3054984.0,Pays-de-la-Loire,B,B1,Regular,53,51-60,6,21,50,66,1.0,0,0.0,0.04286317705871689,0.029315723023956353,56.837615435920824,40.58052198056809
4035473.0,Midi-Pyrenees,B,B12,Diesel,64,61-70,6,1,50,79,0.38,0,0.0,0.10050344152858555,0.05965639840490831,151.8266262481994,91.69896071112952
2216974.0,Provence-Alpes-Cotes-D'Azur,D,B1,Regular,42,41-50,4,5,58,1326,0.08,0,0.0,0.10079503067696977,0.1753992157395396,192.82458845521032,337.90033352589876
151150.0,Bretagne,C,B1,Regular,54,51-60,4,8,50,125,1.0,0,0.0,0.07852021802657547,0.08091818418714926,117.39235686094622,120.37183068072609
2093645.0,Poitou-Charentes,C,B2,Regular,59,51-60,6,2,50,238,0.92,0,0.0,0.09153152703045662,0.06343524737584964,147.27757224408526,107.28299107379877
3150144.0,Centre,E,B2,Regular,90,71+,4,4,50,3368,0.19,0,0.0,0.13215122599612658,0.09865018010022976,225.31119192305135,174.1265301383569
2784.0,Provence-Alpes-Cotes-D'Azur,E,B12,Regular,65,61-70,6,1,80,3430,0.69,1,0.0,0.28245952851338363,0.15025758057597,681.6737516557621,290.1221454334683
23564.0,Centre,A,B1,Regular,71,71+,7,11,80,16,0.03,1,0.0,0.15024311460017223,0.16678018302589917,279.41101847957975,252.66511348042573
1193459.0,Provence-Alpes-Cotes-D'Azur,D,B5,Diesel,30,26-30,4,15,61,776,0.49,0,0.0,0.06881673227038983,0.07983038634918466,114.52216765073594,116.56914967943652
105877.0,Centre,A,B13,Diesel,40,31-40,7,5,76,32,0.77,0,0.0,0.13453008035250424,0.12660926514170762,253.06912378867568,229.48451775222804
3247316.0,Midi-Pyrenees,C,B2,Diesel,63,61-70,7,11,73,358,0.08,0,0.0,0.10152703279340751,0.12269376019341623,138.90674300668945,181.06371782702067
4158340.0,Ile-de-France,D,B5,Regular,42,41-50,7,10,50,1329,0.26,0,0.0,0.07803385951110439,0.08917284067523512,116.53209785019669,135.03414749525874
1045309.0,Provence-Alpes-Cotes-D'Azur,C,B3,Diesel,36,31-40,5,2,50,116,1.0,0,0.0,0.07837023380266038,0.06410389885574186,143.54843566080314,108.70820130171697
1031344.0,Centre,B,B1,Diesel,32,31-40,5,1,50,62,1.0,0,0.0,0.08266616252029796,0.04473453621406749,137.40030284518863,71.89284024560908
4144423.0,Centre,C,B2,Regular,53,51-60,5,13,100,393,0.17,0,0.0,0.20096119421308187,0.2444606670078884,348.2808391452319,425.17128068892805
3045093.0,Ile-de-France,E,B12,Regular,22,18-22,7,0,106,2517,0.68,0,0.0,0.39917282414844396,0.4804285950415078,846.0444385014166,857.6732252342721
2018764.0,Ile-de-France,E,B12,Regular,51,51-60,5,1,50,5936,0.29,0,0.0,0.1304502881901372,0.06868000528236332,218.43002801327106,108.58006282911394
4135588.0,Centre,A,B2,Diesel,44,41-50,6,7,50,23,0.92,0,0.0,0.06881307727525861,0.08903296693628043,115.13579704898163,154.816392582386
81991.0,Provence-Alpes-Cotes-D'Azur,E,B6,Regular,50,41-50,6,6,50,4762,0.04,0,0.0,0.08748285545354507,0.09838144471595675,151.3153760583697,183.2823011364323
4183739.0,Centre,A,B2,Regular,69,61-70,6,13,50,38,0.06,0,0.0,0.06786024610891236,0.06759367966174912,111.44259737178469,109.24247419078678
153521.0,Centre,C,B1,Diesel,35,31-40,6,7,71,405,0.09,0,0.0,0.11341212896825618,0.1737741023865905,180.95675647046153,277.8545614223922
3034587.0,Nord-Pas-de-Calais,D,B12,Diesel,49,41-50,7,0,50,1601,0.03,0,0.0,0.1049570782286914,0.3201791775176274,190.31685159319466,587.9205535032489
37376.0,Ile-de-France,A,B1,Diesel,52,51-60,7,6,50,49,0.03,0,0.0,0.07249354111774371,0.08660475276993038,117.74806686275663,147.62125638222284
4177578.0,Centre,A,B2,Diesel,56,51-60,7,19,50,43,1.0,0,0.0,0.04708988848738385,0.05364391290916364,71.36478515001924,86.69736284217079
2131640.0,Centre,A,B14,Regular,50,41-50,4,15,54,25,0.55,0,0.0,0.055295315153197896,0.05828963039006686,83.0865809556396,84.75156311981013
2135467.0,Centre,D,B1,Diesel,25,23-25,6,11,100,1054,0.28,0,0.0,0.18995938433386483,0.2905043939294003,332.7430155510672,507.48100827984786
152212.0,Centre,C,B1,Regular,42,41-50,4,10,50,109,0.92,0,0.0,0.06739110928319077,0.06775000770757879,95.73957491469774,97.07721346385095
4035339.0,Aquitaine,D,B12,Diesel,42,41-50,12,1,50,1516,0.6,0,0.0,0.11117927922832148,0.058659405108535394,216.94863417049027,107.02226417624557
3146445.0,Provence-Alpes-Cotes-D'Azur,E,B1,Regular,22,18-22,4,12,95,2446,0.26,0,0.0,0.15940717897524206,0.17227098783066497,319.2251253857897,327.90964403260955
2017296.0,Corse,D,B12,Regular,57,51-60,5,2,50,645,0.46,0,0.0,0.12807134800611805,0.06269414781518652,297.1563463140887,127.55096819121889
2191109.0,Aquitaine,E,B5,Regular,33,31-40,6,16,68,3075,0.15,0,0.0,0.0816469951283159,0.07903982362356171,124.02153779775516,121.30781880542906
87916.0,Rhone-Alpes,E,B1,Regular,68,61-70,7,5,50,3688,0.56,0,0.0,0.11711420584575018,0.08968635724673263,201.3968200062276,148.84277482048248
2015143.0,Ile-de-France,D,B12,Regular,43,41-50,6,1,63,799,0.36,0,0.0,0.15906733934495398,0.12258758655362792,284.27167641812747,217.33730801951592
2259497.0,Languedoc-Roussillon,B,B3,Diesel,49,41-50,7,12,50,80,0.07,0,0.0,0.0557299011459407,0.04667712405305921,93.13022540525209,75.88857390597715
3086987.0,Bretagne,B,B3,Diesel,34,31-40,10,4,68,54,1.0,0,0.0,0.11647805527387094,0.10399050952930013,225.87355715050765,178.17023567130278
4185981.0,Centre,B,B2,Diesel,45,41-50,7,14,50,57,1.0,0,0.0,0.054919854139291215,0.0698179980518916,85.69089210284325,111.88311598724128
3249778.0,Ile-de-France,E,B1,Diesel,46,41-50,6,16,50,5460,0.08,0,0.0,0.05711680218700778,0.06303982095255584,77.3345434657215,95.67088855686706
158758.0,Centre,C,B2,Diesel,41,41-50,6,4,52,286,0.15,0,0.0,0.08551818641791065,0.1017833607584311,136.02920396860455,164.48621527826273
2111455.0,Rhone-Alpes,E,B1,Regular,33,31-40,9,16,51,2377,1.0,0,0.0,0.06251697488736352,0.044805333828363096,96.99999614716144,67.92014044699816
3017660.0,Aquitaine,C,B12,Diesel,51,51-60,7,2,50,169,0.53,0,0.0,0.09723025517628732,0.07799229181411606,164.28195767723048,140.08727353363528
3163498.0,Bretagne,C,B3,Diesel,26,26-30,5,8,85,247,0.56,0,0.0,0.13529666624136988,0.11273457609693016,222.71927015927955,188.65240948235868
4000023.0,Haute-Normandie,C,B12,Diesel,46,41-50,11,2,50,151,0.96,0,0.0,0.1013082280168078,0.08512774245884924,165.8777096332428,132.54387658875717
3030119.0,Ile-de-France,E,B12,Diesel,39,31-40,5,0,60,7571,0.61,0,0.0,0.15012406287411698,0.3402801052308302,252.68997694956195,572.5100312400388
2203974.0,Centre,D,B11,Diesel,36,31-40,7,14,63,511,0.94,0,0.0,0.088415056082936,0.1670019452699075,138.43408117580242,271.72278330717256
5057033.0,Nord-Pas-de-Calais,D,B12,Regular,52,51-60,4,2,50,1862,0.53,0,0.0,0.10059845577322517,0.050783038274721894,172.27745501221307,83.57869321890013
3200493.0,Centre,C,B2,Diesel,29,26-30,6,10,76,186,1.0,0,0.0,0.10714725494763647,0.08080388239866768,171.96030151031113,135.25319275545644
2228093.0,Languedoc-Roussillon,C,B10,Diesel,41,41-50,9,0,50,151,0.08,0,0.0,0.0932799241384138,0.09391227616349866,177.88642850753743,165.85928139099596
6034789.0,Bourgogne,C,B12,Regular,43,41-50,7,3,50,104,0.58,0,0.0,0.09948574994625624,0.0889029756097932,179.67907202282606,161.70492579271848
3169455.0,Centre,A,B3,Diesel,53,51-60,10,4,50,27,0.49,0,0.0,0.08597083498956723,0.07823118077011587,158.70919521401024,138.00613827996807
4116709.0,Centre,A,B2,Diesel,58,51-60,7,10,50,10,0.13,0,0.0,0.06805627199243504,0.06968557646707532,113.94707167495235,114.43228435181375
1189687.0,Languedoc-Roussillon,C,B12,Regular,27,26-30,7,2,76,133,0.08,0,0.0,0.16879642583750512,0.0892570008331422,335.34252152895596,164.62930989527393
2183118.0,Bretagne,D,B6,Regular,36,31-40,9,7,50,634,1.0,0,0.0,0.08025101154313583,0.06490511241167439,123.54443571336867,111.65590867144428
26982.0,Pays-de-la-Loire,D,B2,Diesel,53,51-60,6,1,50,563,1.0,0,0.0,0.10021668894200045,0.09056200803187346,160.99982225977723,145.03692669429049
4123572.0,Nord-Pas-de-Calais,C,B1,Diesel,56,51-60,6,5,50,415,1.0,0,0.0,0.06984628513717667,0.05554250320426891,108.66630907759205,92.71057321826851
3053064.0,Limousin,C,B3,Diesel,51,51-60,6,11,54,213,1.0,0,0.0,0.0722523340715242,0.0871693086091129,93.76301421054711,126.78139970994818
6053483.0,Ile-de-France,E,B12,Regular,40,31-40,9,8,50,5332,0.42,0,0.0,0.09660291015852897,0.09133669164361548,161.24219184164846,154.91344366106742
2192069.0,Rhone-Alpes,C,B4,Regular,37,31-40,9,5,58,138,0.1,0,0.0,0.09772272676373296,0.12234733490599381,161.18292821672173,190.72189008544856
1192152.0,Provence-Alpes-Cotes-D'Azur,E,B6,Diesel,37,31-40,7,0,57,5433,0.47,0,0.0,0.11466131332704484,0.11310585371930774,213.1230949617743,206.51335224276332
3168094.0,Centre,C,B3,Diesel,53,51-60,6,9,50,405,0.07,0,0.0,0.07209564063699038,0.08551369129105114,106.52038178458558,130.64599260250523
3144018.0,Centre,B,B13,Diesel,61,61-70,10,16,50,79,0.86,0,0.0,0.05979291448502622,0.050334781790387924,97.17521288812986,81.2418679877742
5061196.0,Ile-de-France,E,B12,Regular,65,61-70,4,1,50,5053,0.64,0,0.0,0.1406568740665633,0.06135504528191022,234.6778013775342,97.54097378730174
50610.0,Ile-de-France,D,B6,Regular,46,41-50,4,4,50,1443,0.49,0,0.0,0.08571985969933121,0.09522416795337309,116.69546990568442,141.60965181436876
4159227.0,Bretagne,B,B6,Regular,59,51-60,7,4,50,97,1.0,0,0.0,0.09055621445999064,0.0743097172172545,145.26474224546476,125.4323411047867
4130122.0,Bretagne,D,B10,Diesel,33,31-40,5,5,55,747,0.83,0,0.0,0.09031608182922188,0.08912408125312221,151.38185934983272,148.05867025939042
2053882.0,Centre,A,B2,Diesel,83,71+,6,17,50,14,0.05,0,0.0,0.06026830414334498,0.04895167377126706,93.81752148838024,79.11393469498648
3037861.0,Provence-Alpes-Cotes-D'Azur,E,B12,Regular,48,41-50,4,1,50,4762,0.29,0,0.0,0.1254070422506185,0.0773388395706913,255.9876448134588,159.03077285745098
1191560.0,Ile-de-France,E,B5,Regular,39,31-40,14,11,54,3527,0.99,0,0.0,0.09175548844908453,0.13673262190421398,158.6925665699637,210.02055792381782
5061357.0,Rhone-Alpes,D,B12,Diesel,61,61-70,8,1,50,670,0.35,0,0.0,0.14062446284891256,0.06825436163967613,260.82851862786106,120.02609157761442
135544.0,Bretagne,D,B2,Diesel,56,51-60,6,3,50,1579,1.0,0,0.0,0.10200025810149436,0.09228846442352039,175.2311572968692,157.16996555579524
5022161.0,Rhone-Alpes,E,B12,Diesel,26,26-30,7,5,68,5449,0.8,0,0.0,0.14853528894494183,0.10934560120996419,265.3354221553396,198.81389154570897
2099133.0,Provence-Alpes-Cotes-D'Azur,C,B2,Diesel,38,31-40,4,4,62,162,0.04,0,0.0,0.09598138813946344,0.1783851573822194,180.3273796681596,268.12555503608957
3249714.0,Ile-de-France,F,B5,Diesel,67,61-70,5,1,50,22821,0.08,0,0.0,0.11784735926121966,0.08635229561588954,137.51051968617577,104.11933560304047
2186265.0,Rhone-Alpes,C,B5,Diesel,68,61-70,7,9,50,163,0.03,0,0.0,0.09076195128482878,0.07882075292442166,138.14846665774203,123.4496756577079
3207181.0,Centre,A,B1,Diesel,60,51-60,6,10,50,31,0.03,0,0.0,0.06875929769268833,0.06940966487776953,110.19074334636642,112.61545579557284
6090500.0,Aquitaine,C,B12,Regular,52,51-60,9,6,50,167,0.17,0,0.0,0.09068477818061244,0.08030729794237375,156.48571901109764,145.44732361089072
2063360.0,Centre,D,B2,Diesel,25,23-25,6,11,125,949,0.87,0,0.0,0.33100988095362455,0.47950256652236467,649.9408416884714,840.8367168891018
2227761.0,Midi-Pyrenees,C,B1,Diesel,67,61-70,6,0,50,443,0.19,0,0.0,0.09535684395326317,0.07995109630191667,129.93196577007478,114.28020318986312
4124618.0,Provence-Alpes-Cotes-D'Azur,D,B2,Regular,43,41-50,7,12,50,1448,0.97,0,0.0,0.06623591301492888,0.08189929867577007,124.46342401383288,152.2679614130926
3162457.0,Basse-Normandie,A,B5,Diesel,25,23-25,5,1,80,26,0.46,0,0.0,0.1581314023970453,0.1018920161296995,289.170563001167,148.6129595717604
2195281.0,Ile-de-France,D,B2,Diesel,70,61-70,6,9,50,1329,1.0,0,0.0,0.08334045289139028,0.06685495650663043,128.0171282831748,103.75775046953609
5065984.0,Aquitaine,E,B12,Diesel,61,61-70,7,3,50,4456,0.13,0,0.0,0.11391257259461832,0.07475363411535206,200.63378369903765,137.97035174117875
3146926.0,Ile-de-France,D,B6,Regular,34,31-40,8,0,56,796,0.51,0,0.0,0.11144267726815389,0.20816997937036932,173.92425190019418,391.28424116977334
164248.0,Rhone-Alpes,D,B1,Diesel,45,41-50,6,7,77,1182,1.0,0,0.0,0.1534569810343548,0.41593819353514644,265.17823125049864,730.7976783946806
128532.0,Bretagne,C,B6,Regular,68,61-70,4,6,50,473,0.08,0,0.0,0.0892734602500183,0.09095830730598012,123.65461784002892,130.95126795469068
2274202.0,Provence-Alpes-Cotes-D'Azur,E,B13,Regular,27,26-30,7,1,68,3317,0.08,0,0.0,0.1453645092519976,0.11166655621247444,321.14489650039866,193.03499978697397
1108044.0,Provence-Alpes-Cotes-D'Azur,D,B3,Regular,61,61-70,8,2,60,682,1.0,1,1128.0,0.1389568905161624,0.1263443296575484,306.6162120619657,241.83535003662982
5001168.0,Ile-de-France,F,B12,Regular,46,41-50,6,5,50,27000,0.87,0,0.0,0.10320246299167125,0.07790764090461878,122.46086086830383,105.84678523539807
4188704.0,Languedoc-Roussillon,E,B3,Regular,21,18-22,7,10,90,3963,0.75,1,2085.98,0.15474388398586456,0.09740626659163946,295.49322732583295,207.38753618245667
4115643.0,Centre,B,B13,Diesel,63,61-70,8,14,50,95,0.5,0,0.0,0.06385754937670385,0.0552794359556576,102.05192289093566,89.22269012807698
3031518.0,Ile-de-France,E,B12,Regular,43,41-50,6,3,85,3132,0.46,0,0.0,0.251402352212088,0.13362060490047853,477.429921615849,242.95219645244322
3157158.0,Centre,A,B1,Diesel,33,31-40,7,3,50,30,0.64,0,0.0,0.07660979444752633,0.0441298005814394,131.8027013636256,76.39338628260978
3017982.0,Nord-Pas-de-Calais,E,B3,Regular,53,51-60,6,10,50,6902,0.24,0,0.0,0.06722712659079425,0.07327862293233481,104.876952198755,125.23130713434486
2183338.0,Bretagne,C,B12,Regular,52,51-60,4,0,50,112,0.84,0,0.0,0.12417642093202655,0.46211706702014443,211.17751291281343,745.4585630590799
3155020.0,Centre,C,B3,Diesel,59,51-60,8,1,58,421,0.86,0,0.0,0.12669423365912144,0.17054870008195602,219.86507474118636,269.3269235649515
